intentId,intent,keyword
6bc058cc-7756-4dfb-bdbf-2e951e1b7aa3,"tổ chức khác có phải tham gia bhtnlđ bnn không","tổ chức; khác; tham gia; bhtnlđ; bnn; không"
30d6130d-eb34-4d50-8201-dfebd665237f,"cá nhân có thuê mướn sử dụng lao động theo hợp đồng lao động có thời hạn từ đủ 01 tháng trở lên có phải tham gia bhtnlđ bnn không","cá nhân; thuê mướn; sử dụng; lao động; hợp đồng; thời hạn; 01 tháng; trở lên; tham gia; bhtnlđ; bnn"
3c358794-a8bc-435e-93e6-afacce1237b4,"tôi là người lao động giúp việc gia đình làm việc theo hợp đồng lao động có thời hạn từ đủ 01 tháng trở lên thì tôi có phải tham gia bhtnlđ bnn không","người; lao động; giúp việc; gia đình; làm việc; hợp đồng; thời hạn; 01 tháng; trở lên; tham gia; bhtnlđ; bnn"
afa90500-2211-45d4-90da-24ff1a3221e6,"mức hưởng chế độ tai nạn lao động bệnh nghề nghiệp","mức hưởng; tai nạn; lao động; bệnh; nghề nghiệp"
22fa1f93-5405-4deb-b75f-f37c685adfb0,"mức đóng bhtnlđ bnn của người sử dụng lao động quy định thế nào","mức đóng; bhtnlđ; bnn; người; sử dụng; lao động"
3001230f-1dce-4fea-b6cc-69e9eb9c87a9,"người sử dụng lao động đóng bhtnlđ bnn cho người lao động theo phương thức như thế nào","người; sử dụng; lao động; phương thức; đóng; bhtnlđ; bnn"
af73a0a1-88fc-4c4b-b7a2-552317e9176f,"xin hỏi người lao động nào khi tham gia bảo hiểm xã hội bắt buộc thì được hưởng chế độ ốm đau","lao động; tham gia; bhxh; bắt buộc; ốm đau"
75086a0e-46f3-468c-9b4b-3f6c308e7850,"xin hỏi tôi tham gia bảo hiểm xã hội tự nguyện tôi có được hưởng ốm đau hay không","tham gia; bhxh; tự nguyện; ốm đau"
92cb3a03-bc18-41da-b679-7c4e0ad87f4c,"xin hỏi tôi có tham gia đóng bảo hiểm xã hội nhưng đang nghỉ việc đi theo chế độ là phu nhân phu quân vậy tôi có được hưởng chế độ ốm đau khi điều trị ở nước ngoài không","tham gia; bhxh; nghỉ việc; phu nhân; phu quân; ốm đau; điều trị; nước ngoài"
f1ba89b7-b428-49e3-a7a1-3c7b941a195a,"xin hỏi tôi đang là cán bộ xã không chuyên trách khi đi khám chữa bệnh tôi có được hưởng chế độ ốm đau không","cán bộ; xã; không; chuyên trách; khám; chữa; bệnh; hưởng; ốm đau"
29cac28f-20ac-42ec-902c-caf389734fe9,"xin hỏi tôi đi làm việc ở nước ngoài theo hợp đồng lao động thì tôi có được hưởng chế độ ốm đau không","làm việc; nước ngoài; lao động; ốm đau"
8cff4a2d-9255-4010-a9be-60308e5e01e9,"xin hỏi tôi công dân nước ngoài vào làm việc tại việt nam tôi có được hưởng chế độ ốm đau hay không","nước ngoài; làm việc; việt; nam; ốm đau"
9e077dd1-06fc-47db-89ea-40a6d218ff3d,"xin hỏi người lao động tham gia bảo hiểm xã hội thì được hưởng chế độ ốm đau trong những trường hợp nào","lao động; tham gia; bhxh; ốm đau; trường hợp"
3f0d5261-299a-47d8-b33b-c550a05bc9fa,"xin hỏi tôi đã được giải quyết chế độ tai nạn lao động nơi tôi làm việc thì tôi có được hưởng chế độ ốm đau trong thời gian nằm viện điều trị tai nạn lao động không","đã; giải quyết; tai nạn; lao động; ốm đau; điều trị"
5a6b20d3-c35d-4238-b23a-c02c21355ad7,"xin hỏi trong trường hợp nào thì người lao động không được hưởng chế độ ốm đau","trường hợp; lao động; không; ốm đau"
aacdc37f-c15e-4728-af1b-df5319847409,"xin hỏi tôi bị tai nạn gãy chân trên đường từ công ty về nhà do say rượu thì có được hưởng chế độ ốm đau trong thời gian điều trị tại bệnh viện hay không","tai nạn; trên đường; công ty; về nhà; say rượu; ốm đau"
36b0e01e-47af-4d3b-bd65-1a5805b4d0b3,"xin hỏi bố mẹ được nghỉ việc để chăm sóc con ốm trong trường hợp nào","bố mẹ; nghỉ việc; chăm sóc; con ốm; trường hợp"
05637b83-d791-44d9-bde7-eddb31a93aff,"xin hỏi tôi đang làm việc tại công ty có hai con bị ốm phải điều trị thì tôi có được nghỉ việc chăm sóc con không","con ốm; nghỉ; chăm sóc"
d5576500-c4e8-42eb-8fca-d94485a9200b,"xin hỏi tôi đang nghỉ phép hằng năm thì bị ốm đau phải điều trị vậy trong thời gian điều trị tôi có được hưởng chế độ ốm đau không","nghỉ phép; ốm đau"
73877eff-96b9-40a9-9ad4-c45afe752615,"tôi đang trong thời gian nghỉ chế độ sinh con tôi bị ốm phải điều trị tôi xin hỏi trong thời gian điều trị tôi có được hưởng chế độ ốm đau không","sinh con; ốm; điều trị; ốm đau"
8965019f-6d95-42f3-b89b-c13978aa6b02,"xin hỏi tôi bị tai nạn lao động một năm trước đã được hưởng chế độ tai nạn lao động nay vết thương tái phát tôi phải nghỉ việc để điều trị thì trong thời gian tôi điều trị có được hưởng chế độ ốm đau không","tai nạn; lao động; tái phát; ốm đau"
f9485139-9f84-4143-8183-99973ea2d339,"xin hỏi tôi xin nghỉ việc không hưởng lương tại công ty trong thời gian nghỉ việc tôi bị ốm phải điều trị thì thời gian tôi điều trị tôi có được hưởng chế độ ốm đau không","nghỉ; không lương; ốm đau"
dec61320-59f6-4fc3-8440-27f1dc571336,"điều kiện hưởng chế độ ốm đau","điều kiện; ốm đau"
0e6f2450-e0eb-4e0a-95a7-dbbc71d1418b,"xin hỏi người lao động phải nghỉ việc do bị mắc bệnh thuộc danh mục bệnh dài ngày thì thời gian hưởng chế độ ốm đau như thế nào","mắc bệnh; dài ngày; thời gian; ốm đau"
b63014c1-7b40-4330-a877-3ebf6c17b8e8,"xin hỏi tôi bị bệnh suy tuyến giáp đang nghỉ việc để điều trị tôi xin hỏi bệnh của tôi có phải là bệnh dài ngày không thời gian hưởng chế độ ốm đau như thế nào nếu bệnh của tôi là bệnh phải chữa trị dài ngày","tuyến giáp; dài ngày; thời gian; ốm đau"
df74a892-8077-445d-a23f-faf2be6a0354,"xin hỏi tôi đi làm tham gia đóng bảo hiểm được 02 tháng trong tháng tôi bị ốm phải điều trị và phát hiện tôi bị lao phổi xin hỏi thời gian hưởng chế độ ốm đau của tôi có được tính không","tham gia; bhxh; 02 tháng; lao phổi; thời gian; ốm đau"
8bda2951-be65-47f9-9645-5cd4db9a5a50,"xin hỏi tôi đang làm việc tại công ty nhưng phải nghỉ việc để điều trị bệnh dài ngày vậy thời gian nghỉ hưởng chế độ ốm đau của tôi trong một năm được tính như thế nào","nghỉ việc; dài ngày; thời gian; ốm đau; trong năm"
9086a3d8-678f-4a64-b61c-a930fed65ce3,"xin hỏi tôi phải nghỉ việc điều trị bệnh dài ngày đã hưởng chế độ ốm đau 180 ngày hiện nay tôi vẫn đang phải tiếu tục điều trị thì tôi có được tiếp tục hưởng chế độ ốm đau không","đã hưởng; 180 ngày; tiếp tục; ốm đau"
0ba93030-d43b-4b7e-aa2a-4e9b36cc546b,"xin hỏi trường hợp cả cha và mẹ đều tham gia bhxh có con dưới 7 tuổi bị ốm đau thì thời gian được hưởng chế độ ốm đau như thế nào","con; dưới; 07 tuổi; thời gian; ốm đau"
6e7a9fcb-a215-4a55-ab37-0b0e00126fc4,"xin hỏi thời gian tối đa hưởng chế độ khi con ốm đau trong một năm được tính như thế nào","thời gian; tối đa; ốm đau; trong năm"
77790337-ccf1-4e25-b9be-6ae72b027104,"xin hỏi tôi có 2 con cùng bị ốm phải điều trị tôi có được hưởng chế độ chăm con ốm không thời gian nghỉ hưởng chế độ chăm hai con là bao nhiêu ngày","chăm; 2 con; chế độ; ngày"
f922045b-08bf-4f99-85dc-4445aa0c80c0,"xin hỏi tôi và chồng tôi đều tham gia đóng bảo hiểm xã hội bắt buộc có con dưới 7 tuổi bị ốm thì tôi và chồng tôi có được cùng nghỉ việc để chăm sóc con không","con; dưới; 7 tuổi; ốm; nghỉ việc; chăm sóc"
facf7ad5-486b-40c6-a8c0-f56ab7f2f667,"xin hỏi tôi có con 5 tuổi bị ốm phải điều trị tôi có được nghỉ hưởng chế độ chăm con ốm không nếu có thì tôi được nghỉ hưởng chế độ chăm con ốm trong một năm là bao nhiêu","5 tuổi; con; ốm; chế độ; chăm; trong năm"
7a10f0ed-e39a-4c36-abf7-48715da01505,"xin hỏi tôi có con 2 tuổi bị ốm phải điều trị tôi có được nghỉ hưởng chế độ chăm con ốm không nếu có thì tôi được nghỉ hưởng chế độ chăm con ốm trong một năm là bao nhiêu","2 tuổi; ốm; chăm con; thời gian; chế độ; trong năm"
a04045c2-4533-4396-9ceb-b3da6f73551c,"xin hỏi khi tham gia bảo hiểm xã hội tại công ty thì thời gian được hưởng chế độ ốm đau trong một năm được nghỉ chế độ bao nhiêu ngày","tham gia; bhxh; thời gian; ốm đau; trong năm"
682673c5-039e-421a-9d40-d3e3b1d9c6e2,"xin hỏi tôi đóng bảo hiểm xã hội được 20 năm vậy trong một năm tôi được nghỉ hưởng chế độ ốm đau bao nhiêu ngày tính theo ngày đi làm hay cả thứ bảy chủ nhật","đóng; bhxh; 20 năm; thời gian; ốm đau"
11661e1c-7ebd-46dd-b35e-22d566fdfdbc,"xin hỏi thời gian tối đa hưởng chế độ ốm đau trong một năm đối với người lao động được xác định như thế nào","thời gian; hưởng; ốm đau; lao động"
51283521-a9b4-4a8c-9fe5-75c1ba986df4,"xin hỏi tôi là kỹ sư làm việc cho một công ty có tham gia bhxh được 10 năm tôi bị tai nạn rủi ro và phải điều trị 2 tháng vậy tôi có được hưởng chế độ ốm đau không và thời gian hưởng chế độ này như thế nào","tham gia; bhxh; 10 năm; tai nạn; rủi ro; thời gian; ốm đau"
8810d449-0942-4a3c-9b88-19bade0915f0,"xin hỏi tôi làm việc tại công ty môi trường đô thị tôi có thời gian bị ốm phải điều trị thì thời gian nghỉ hưởng chế độ ốm đau được tính như thế nào","môi trường; đô thị; thời gian; ốm đau"
613ed1b6-b130-40ef-b3ed-ac8b56b53faf,"xin hỏi đối với người lao động làm nghề hoặc công việc nặng nhọc thì chế độ ốm đau được hưởng như thế nào trong một năm","nghề; nặng nhọc; ốm đau; trong năm"
ba206f82-84c3-4261-a33c-5f9fa8305197,"xin hỏi tôi đang công tác ở nơi có phụ cấp khu vực tôi bị ốm phải nghỉ việc để điều trị vậy chế độ ốm đau trong một năm của tôi được hưởng như thế nào","phụ cấp; khu vực; ốm đau; trong năm"
6da81cf1-8668-40da-b2c8-fcecf8b9b844,"xin hỏi tôi là công nhân công ty hóa chất được trên 15 năm công việc nặng nhoc bị ốm phải điều trị vậy tôi sẽ được hưởng chế độ ốm đau như thế nào","hóa chất; 15 năm; ốm đau"
90cf009c-cdef-406f-b2d2-d3dfb3028d8b,"xin hỏi mức trợ cấp người lao động được hưởng khi bị ốm đau thông thường được quy định như thế nào","mức; trợ cấp; ốm đau; thông thường"
79363caa-5bc8-4861-8c8c-e23df59a0abe,"trường hợp người lao động bị ốm do mắc các bệnh cần chữa trị dài ngày mà đã nghỉ hết thời gian 180 ngày thì có được hưởng tiếp chế độ ốm đau hay không mức hưởng của thời gian hưởng tiếp được quy định như thế nào","bệnh; dài ngày; hết; 180 ngày; mức hưởng; tiếp; ốm đau"
3921388e-fa4e-4e9e-a02b-8cb7186543b1,"mức hưởng cho một ngày nghỉ dưỡng sức phục hồi sức khỏe sau ốm đau được tính bằng bao nhiêu","mức hưởng; một ngày; dưỡng sức; ốm đau"
3ed6f17d-b20f-4c68-b9e8-3933bd396915,"xin hỏi mức hưởng chế độ ốm đau có điều chỉnh theo mức lương cơ sở hoặc mức lương tối thiểu vùng của chính phủ không","mức hưởng; ốm đau; điều chỉnh"
1c371c34-33cb-4b74-a09b-177b59d07c0e,"mức hưởng ốm đau của quân nhân quy định như thế nào","mức hưởng; ốm đau; quân nhân"
9d526017-7eaa-49ac-9de4-8c675acf12ca,"xin hỏi mức hưởng trợ cấp ốm đau một ngày được tính như thế nào","mức hưởng; ốm đau; một ngày"
7205b41e-e4db-4d06-b14a-7f2aa5894730,"người lao động thuộc diện tham gia bhxh bắt buộc bị ốm đau hoặc nghỉ việc chăm con ốm mà thời gian nghỉ việc từ 14 ngày làm việc trở lên ngay trong tháng đầu làm việc thì mức hưởng chế độ ốm đau được tính như thế nào","bhxh; bắt buộc; ốm đau; nghỉ; 14 ngày; trở lên; mức hưởng"
7a7a7512-87be-4975-ac8f-a50b62dc859b,"mức hưởng ốm đau quy định như thế nào","mức hưởng; ốm đau"
5ddd63d9-4f54-46ea-a5dd-c4240215d749,"xin hỏi điều kiện nào thì được nghỉ dưỡng sức phục hồi sức khỏe sau ốm đau thời gian nghỉ dưỡng sức được tính như thế nào","điều kiện; dsphsk; ốm đau; thời gian"
0e759d32-779b-421f-89fc-757c178c0fd3,"xin hỏi tôi sau ốm đau mà sức khỏe chưa phục hồi thì thời gian nghỉ dưỡng sức phục hồi sức khỏe trong một năm tôi được nghỉ bao nhiêu ngày","sức khỏe; chưa; phục hồi; thời gian; dsphsk; ốm đau"
13b2f3d2-a0cf-4201-86e8-9013e87aa1a6,"xin hỏi tôi đã nghỉ hết chế độ ốm đau 30 ngày nhưng sức khỏe chưa phục hồi thì tôi có được nghỉ hưởng chế độ dưỡng sức phục hồi sức khỏe không","ốm đau; hết; 30 ngày; nghỉ; dsphsk"
b5ff05aa-09cf-4391-86c0-3a7701b8419b,"xin hỏi trong năm tôi không nghỉ hưởng chế độ ốm đau thì có được nghỉ dưỡng sức phục hồi sức khỏe không","không; hưởng; ốm đau; nghỉ; dsphsk"
cd08566d-1a06-41fe-9a17-9924ac22dc29,"xin hỏi tôi bị mắc bệnh cần chữa trị dài ngày đã nghỉ việc hưởng chế độ bệnh dài ngày là 60 ngày hiện nay tôi đã đi làm trở lại nhưng sức khỏe chưa phục hổi thì tôi có được nghỉ dưỡng sức phục hồi sức khỏe không và tôi được nghỉ bao nhiêu ngày","hết; chế độ; bệnh; dài ngày; điều kiện; thời gian; dsphsk"
ed1bbcd3-48a5-40b9-b3c9-16ff9385e1f1,"thời hạn giải quyết chế độ ốm đau của cơ quan bhxh là bao nhiêu ngày","thời hạn; giải quyết; ốm đau"
934ff672-2614-4144-a2b6-fd3e71e5a9b6,"xin hỏi trong thời gian người lao động nghỉ việc hưởng chế độ ốm đau thì người lao động và người sử dụng lao động có phải đóng bảo hiểm xã hội tháng đó không","nghỉ việc; 14 ngày; trở lên; đóng; bhxh"
d4328b8b-082f-44e7-9b45-bb9a7cf57f2e,"xin hỏi căn cứ nào để xác định người lao động làm nghề hoặc công việc nặng nhọc độc hại nguy hiểm hoặc đặc biệt nặng nhọc độc hại nguy hiểm hoặc làm việc ở nơi có phụ cấp khu vực hệ số từ 0,7 trở lên khi tính thời gian hưởng chế độ ốm đau tối đa trong một năm","căn cứ; thời gian; ốm đau; nghề; nặng nhọc; độc hại"
908a4f39-d7e9-4d89-a0f6-3fd91486ad8c,"xin hỏi những trường hợp nào thuộc đối tượng hưởng chế độ thai sản","đối tượng; hưởng; thai sản"
76fa926d-2dd4-4557-b8af-cec2c1842826,"người lao động là công dân nước ngoài làm việc tại việt nam có thuộc đối tượng hưởng chế độ thai sản theo quy định của luật bhxh bắt buộc không","công dân; nước ngoài; làm việc; việt nam; chế độ; thai sản"
711344aa-01bb-4801-a1f8-dd286c267613,"tôi là lao động nữ hoạt động không chuyên trách ở xã tham gia bhxh bắt buộc khi sinh con tôi có thuộc đối tượng hưởng chế độ thai sản không","lao động; nữ; không; chuyên trách; xã; thai sản"
7c37416e-04b1-4647-b5fd-886839a5413a,"tôi làm việc tại doanh nghiệp tư nhân tôi có thuộc đối tượng hưởng chế độ thai sản không","doanh nghiệp; tư nhân; thai sản"
99ad4050-ac8e-468c-916f-e8fa9b939c9b,"tôi thuộc diện phu nhân của cán bộ đi theo chồng sang làm việc ở cơ quan đại diện của việt nam ở nước ngoài vậy tôi có thuộc đối tượng hưởng chế độ thai sản không","diện; phu nhân; chồng; thai sản"
0b0c130f-2dd4-4d65-9278-7e7d4386be0e,"xin hỏi ai được hưởng chế độ thai sản","đối tượng; thai sản"
ee03ec30-ca64-4ffe-ab66-2874d58256ec,"xin hỏi người lao động được hưởng chế độ thai sản trong các trường hợp nào","trường hợp; hưởng; thai sản"
3a2df421-ed9b-4495-8e2d-467b0e3e0499,"điều kiện để được hưởng chế độ thai sản khi sinh con là lao động nữ phải đóng đủ 6 tháng vậy 6 tháng đóng bhxh này có cần liên tục không","điều kiện; thai sản; đóng; bhxh; liên tục; 6 tháng"
fb54fffc-c057-4d4a-92b6-85933c1ec2ea,"tôi sinh con tôi có được hưởng chế độ thai sản không","chuyên trách; xã; thai sản"
dc008662-f94d-415e-ad07-ee7534b5a7a2,"tôi đang mang thai đã thôi việc tôi có được hưởng chế độ thai sản theo quy định không","mang thai; thôi việc; thai sản"
042e9222-ed37-46ec-8caf-83cb2cf086e5,"để được hưởng chế độ thai sản cần những điều kiện gì","điều kiện; thai sản"
38619537-0198-4baf-910e-86ffa87f46b5,"lao động nữ mang thai hộ được hưởng những quyền lợi gì về chế độ thai sản","mang thai hộ; quyền lợi; thai sản"
a32f146f-8d18-43c6-8b32-7f6e8ea0d580,"lao động nữ đang đóng bảo hiểm xã hội bắt buộc trong thời gian mang thai được nghỉ việc để đi khám thai như thế nào","thời gian; nghỉ việc; khám thai"
16a424ef-086a-47f0-a4df-8d994e8ebb15,"lao động nữ mang thai hộ khi bị sẩy thai nạo hút thai thai chết lưu hoặc phá thai bệnh lý có được hưởng chế độ thai sản không","mang thai hộ; sẩy thai; nạo thai; hút thai; chế độ; thai sản"
8d1d6977-9186-4029-aa46-7ddfe8206065,"khi sinh con lao động nữ mang thai hộ được hưởng chế độ thai sản như thế nào","mang thai hộ; chế độ; thai sản"
49c074f9-b2ce-4bbc-8705-83f5429014d5,"lao động nữ mang thai hộ có được hưởng chế độ dưỡng sức phục hồi sức khỏe sau thời gian nghỉ hưởng thai sản khi sinh con không","mang thai hộ; dưỡng sức; sau; thai sản"
0095aa1a-7a48-4ccf-b57b-02c740c784fd,"thời gian mức hưởng chế độ dưỡng sức phục hồi sức khỏe đối với lao động nữ mang thai hộ được quy định như thế nào","thời gian; dưỡng sức; phục hồi; sức khỏe; mang thai hộ"
652f435a-07a6-42a4-914f-129d26280c68,"khi lao động nữ mang thai hộ sinh con thì người chồng của lao động nữ đang đóng bảo hiểm xã hội bắt buộc mang thai hộ có được nghỉ việc hưởng chế độ thai sản không","mang thai hộ; chồng; nghỉ việc; thai sản"
ff8de9d7-a0b7-4fe0-bbbe-dd863ee2a699,"mức hưởng chế độ thai sản đối với lao động nữ mang thai hộ khi bị sẩy thai nạo hút thai thai chết lưu hoặc phá thai bệnh lý được quy định như thế nào","mức hưởng; thai sản; mang thai hộ; sẩy thai; nạo thai; hút; chết; lưu; phá thai; bệnh lý"
632cbeac-ac2e-4a86-9c11-6ed9e796f016,"mức hưởng chế độ thai sản đối với lao động nữ mang thai hộ khi sinh con như thế nào","mức hưởng; thai sản; mang thai hộ; sinh con"
53d21326-0fb0-4740-983f-d3a59a1a8514,"thời gian nghỉ việc hưởng chế độ thai sản lao động nữ mang thai hộ có được tính là thời gian đóng bhxh không","thời gian; tham gia; bhxh; nghỉ việc; mang thai hộ"
c28f4e0c-63ac-422b-b3e6-5db646dd1880,"mức hưởng chế độ thai sản của người mẹ nhờ mang thai hộ như thế nào","mức hưởng; chế độ; thai sản; người mẹ; nhờ mang thai hộ"
3e1b7947-401c-4de1-a4b1-76896b0f9b96,"người mẹ nhờ mang thai hộ đã đóng bảo hiểm xã hội bắt buộc từ đủ 06 tháng trở lên trong thời gian 12 tháng tính đến thời điểm nhận con được hưởng chế độ thai sản như thế nào","chế độ; thai sản; người mẹ; nhờ mang thai hộ; đóng; 06 tháng; 12 tháng"
293415c4-5462-43c8-8a93-a7ecd7026b9f,"trong trường hợp người mẹ nhờ mang thai hộ không tham gia bảo hiểm xã hội bắt buộc hoặc không đủ điều kiện hưởng chế độ thai sản khi sinh con nhận con thì người chồng của người mẹ nhờ mang thai hộ có được hưởng trợ cấp một lần khi nhận con không mức hưởng","mẹ; nhờ mang thai hộ; không tham gia; bhxh; đủ điều kiện; chồng; trợ cấp; một lần"
9a475bca-5763-4824-849e-bd91ac17d5f7,"trường hợp người mẹ nhờ mang thai hộ chết hoặc gặp rủi ro không đủ sức khỏe chăm sóc con thì người chăm sóc đứa trẻ có được hưởng chế độ thai sản không","mẹ; nhờ mang thai hộ; chết; rủi ro; không đủ; sức khỏe; chăm sóc; con người; đứa trẻ; chế độ; thai sản"
284a4e92-0ba1-42b7-83c8-9ac935afeeb4,"xin hỏi các trường hợp đang tham gia bhxh dưới 06 tháng thì có được hưởng chế độ thai sản khi khám thai không thời gian được nghỉ cụ thể như thế nào","tham gia; bhxh; dưới 06 tháng; hưởng; chế độ; thai sản; khám thai"
804824e9-d0a2-4015-8c55-0f02ae89828a,"trong thời gian mang thai lao động nữ được hưởng chế độ khám thai như thế nào","mang thai; lao động; nữ; hưởng; chế độ; khám"
39eec8a2-4270-4be4-9444-2d1810c465db,"xin hỏi thời gian nghỉ việc hưởng chế độ thai sản khi lao động nữ bị sẩy thai nạo hút thai thai chết lưu hoặc phá thai bệnh lý được quy định như thế nào","thời gian; nghỉ việc; hưởng; chế độ; thai sản; sẩy thai; nạo; hút; chết; lưu; phá thai; bệnh lý"
b4f5be58-79ae-4eeb-93c7-5b62779b0066,"trường hợp lao động nữ mang thai đôi trở lên mà khi sinh nếu có thai bị chết hoặc chết lưu thì chế độ thai sản được giải quyết như thế nào","mang thai đôi; trở lên; chết; lưu; chế độ; thai sản"
270229a3-f1c5-4b3c-8958-acbe348e86c7,"lao động nam đang đóng bhxh khi vợ sinh con được nghỉ việc hưởng chế độ bao nhiêu ngày","lao động; nam; đang; đóng; bhxh; vợ; sinh con; hưởng; chế độ; thai sản"
315697f1-fc03-4a29-b854-395e7c10ccb4,"xin hỏi thời gian lao động nữ được nghỉ việc hưởng chế độ thai sản khi sinh con trong các trường hợp thông thường được quy định như thế nào","lao động; nữ; nghỉ việc; hưởng; chế độ; thai sản; sinh con"
ab3176c7-c99e-4436-a33c-4ef6e1344e01,"xin hỏi trong thời gian nghỉ việc hưởng chế độ thai sản người lao động có phải đóng bhxh không","thời gian; nghỉ việc; hưởng; chế độ; thai sản; đóng; bhxh"
d9775d5f-98e1-4e14-b637-22be5911174d,"trường hợp cả cha và mẹ cùng tham gia bảo hiểm xã hội thì thời gian hưởng chế độ khi nhận nuôi con nuôi được tính như thế nào","cha; mẹ; tham gia; bảo hiểm xã hội; hưởng; chế độ; nhận nuôi; con nuôi"
405169bd-d514-4d00-a507-3bc9710161c4,"xin hỏi thời gian hưởng chế độ khi thực hiện các biện pháp tránh thai được quy định như thế nào","thời gian; hưởng; chế độ; thực hiện; biện pháp; tránh thai"
9dfaa2e8-0637-4939-bdc2-6eb5babfaae4,"mức trợ cấp một lần khi lao động nữ sinh con hoặc người lao động nhận nuôi con nuôi được quy định như thế nào","mức; trợ cấp; một lần; lao động; nữ ; sinh con; nhận nuôi; con nuôi"
086aa140-fa29-439b-ba71-962eb6a49e4f,"xin hỏi điều kiện hưởng trợ cấp một lần khi vợ sinh con đối với người cha được quy định như thế nào","hưởng; trợ cấp; một lần; vợ; sinh con; người cha"
f9d5e768-d0fa-4372-94c8-fcda67012e14,"xin hỏi điều kiện hưởng trợ cấp một lần khi sinh con đối với người chồng của người mẹ nhờ mang thai hộ được quy định như thế nào","hưởng; trợ cấp; một lần; sinh con; người chồng; người mẹ; nhờ; mang thai hộ"
d13dfec5-81bb-4db8-801d-e1b5e6a78fcf,"xin hỏi mức hưởng chế độ thai sản đối với người lao động khi sinh con nhận nuôi con nuôi được tính như thế nào","mức hưởng; thai sản; lao động"
459716f7-41cb-4ed3-af72-82ddd0035e27,"xin hỏi điều kiện thời gian nghỉ dưỡng sức phục hồi sức khỏe sau khi sinh con được quy định như thế nào","điều kiện; dưỡng sức; phục hồi; sức khỏe; sau; sinh con"
8e09ffc4-78fc-4013-8556-116c1b04c69d,"xin hỏi ai có quyền cho người lao động nghỉ dưỡng sức phục hồi sức khỏe sau thai sản","cơ quan; quyết định; nghỉ; dưỡng sức; phục hồi; sức khỏe; sau; thai sản"
07d1e9d8-5065-4485-8500-207d84577646,"mức hưởng cho một ngày nghỉ dưỡng sức phục hồi sức khỏe sau thai sản được tính bằng bao nhiêu","mức hưởng; dưỡng sức; phục hồi; sức khỏe; thai sản"
bbe09ce7-768f-43b1-a7ef-183d288f6284,"lao động nữ nghỉ việc hưởng chế độ thai sản khi sinh con có thể đi làm trước khi hết thời hạn nghỉ sinh con không nếu đi làm trước thời hạn thì có được hưởng trợ cấp thai sản khi sinh con không","lao động; nữ; nghỉ việc; hưởng; chế độ; thai sản; sinh con; đi làm; trước khi; hết; thời hạn; nghỉ"
f9beead6-9156-4e1c-ac03-97f8bd1907e6,"điều kiện hưởng chế độ tai nạn lao động được quy định như thế nào","điều kiện; hưởng; chế độ; tai nạn; lao động"
1573dc53-4b54-41a3-904f-1b95afde891d,"trường hợp nào người lao động không được hưởng chế độ bảo hiểm tai nạn lao động","không; được; hưởng; chế độ; tai nạn; lao động"
72c86d94-3631-4ff9-aa66-298d93af454f,"điều kiện hưởng chế độ bệnh nghề nghiệp được quy định như thế nào","điều kiện; hưởng; chế độ; bệnh; nghề nghiệp"
7ab897a4-dfd2-4636-9f6e-59240616227a,"người lao động bị nhiễm hiv aids do tai nạn rủi ro nghề nghiệp trong khi thi hành nhiệm vụ có phải đi giám định y khoa để hưởng chế độ bệnh nghề nghiệp không","điều kiện; hưởng; chế độ; bệnh; nghề nghiệp; lao động; nhiễm; hiv; aids; tai nạn; rủi ro"
956d606f-ff1f-40c5-8189-97afada249dc,"người bị tai nạn lao động ngoài việc được hưởng trợ cấp theo quy định có được trang cấp phương tiện trợ giúp sinh hoạt dụng cụ chỉnh hình không","phương tiện; trợ giúp; sinh hoạt; dụng cụ; chỉnh hình; hưởng; trợ cấp; tai nạn; lao động"
83c7bf2b-68d7-4fde-bd3d-5c3d4a32ef35,"việc cấp tiền mua phương tiện trợ giúp sinh hoạt dụng cụ chỉnh hình được quy định như thế nào","mua; phương tiện; trợ giúp; sinh hoạt; dụng cụ; chỉnh hình; quy định"
f87367f3-27e9-4cae-bb90-f95159d1171f,"người bị bệnh nghề nghiệp ngoài việc được hưởng trợ cấp theo quy định có được trang cấp phương tiện trợ giúp sinh hoạt dụng cụ chỉnh hình không","bệnh; nghề nghiệp; trang cấp; phương tiện; trợ giúp; sinh hoạt; dụng cụ; chỉnh hình"
3b5512ea-2f46-4dfb-978d-9ed8e7fbeeb6,"điều kiện hưởng chế độ dưỡng sức phục hồi sức khỏe sau khi điều trị thương tật do tai nạn lao động được quy định như thế nào","hưởng; chế độ; dưỡng sức; sau; tai nạn; lao động"
e6e6f4d3-8ff2-4433-ac45-8316f90ce2f2,"thời hạn giải quyết chế độ tnlđ của cơ quan bhxh là bao nhiêu ngày","thời hạn; giải quyết; chế độ; tnlđ; bnn"
b53b2115-4fc7-4f09-92d1-39675330bbe3,"thời hạn giải quyết chế độ bnn của cơ quan bhxh là bao nhiêu ngày","thời hạn; giải quyết; chế độ; bnn"
0b06c218-06aa-4eaa-9078-b2d164b9a1f9,"tôi muốn biết về điều kiện để được hưởng lương hưu đối với lao động nữ làm việc trong điều kiện bình thường","điều kiện; nghỉ hưu; lao động; nữ; làm việc; trong; bình thường"
